zip_code,data_granularity,metric_window,currency,active_listings,estimated_monthly_revenue_usd,occupancy_rate_pct,average_daily_rate_usd,studio_estimated_monthly_revenue_usd,studio_occupancy_rate_pct,studio_average_daily_rate_usd,one_bed_estimated_monthly_revenue_usd,one_bed_occupancy_rate_pct,one_bed_average_daily_rate_usd,two_bed_estimated_monthly_revenue_usd,two_bed_occupancy_rate_pct,two_bed_average_daily_rate_usd,three_bed_estimated_monthly_revenue_usd,three_bed_occupancy_rate_pct,three_bed_average_daily_rate_usd,four_bed_estimated_monthly_revenue_usd,four_bed_occupancy_rate_pct,four_bed_average_daily_rate_usd
92113,zip_code_aggregate,rolling_30_day_avg,USD,968,751.9,15,206,2669.98,60,154,739.429,20.0,143.0,743.383,16,188,692.588,12.0,253.0,879.042,13.0,289.0
92114,zip_code_aggregate,rolling_30_day_avg,USD,486,851.667,19,175,759.2,27,104,851.667,28.0,112.0,1231.88,33,135,389.333,8.0,256.0,418.533,7.0,344.0
92115,zip_code_aggregate,rolling_30_day_avg,USD,610,894.25,18,196,1433.23,41,124,996.146,28.0,131.0,479.367,11,197,789.617,14.0,236.0,1104.12,13.0,363.0
92116,zip_code_aggregate,rolling_30_day_avg,USD,1374,1399.17,28,184,1195.38,33,131,1528.13,35.0,157.0,1472.17,25,220,1992.9,24.0,312.0,2429.07,25.0,363.0
92117,zip_code_aggregate,rolling_30_day_avg,USD,464,1307.31,17,307,1211.8,27,166,766.5,21.0,140.0,1056.07,19,217,1261.38,14.0,377.0,1536.65,15.0,421.0
92120,zip_code_aggregate,rolling_30_day_avg,USD,242,1190.2,16,301,1293.01,42,109,785.967,22.0,136.0,733.65,12,268,1043.9,16.0,264.0,1397.95,15.0,383.0
92122,zip_code_aggregate,rolling_30_day_avg,USD,136,1363.28,21,249,1348.37,34,143,1336.51,29.0,169.0,1523.27,19,313,1669.88,18.0,366.0,2208.25,23.0,363.0
92123,zip_code_aggregate,rolling_30_day_avg,USD,187,984.588,16,249,798.742,29,101,869.917,25.0,130.0,525.904,10,247,1171.04,17.0,275.0,1254.69,14.0,375.0
92126,zip_code_aggregate,rolling_30_day_avg,USD,230,1357.8,19,279,481.8,19,99,710.533,19.0,146.0,1399.17,23,230,1494.37,20.0,289.0,594.037,10.0,279.0
92154,zip_code_aggregate,rolling_30_day_avg,USD,221,1961.27,29,248,2219.2,60,128,1231.88,33.0,135.0,1116.9,30,136,1314.0,18.0,288.0,2212.81,28.0,291.0
94103,zip_code_aggregate,rolling_30_day_avg,USD,279,2101.49,24,329,2923.04,65,155,2107.88,25.0,315.0,3133.52,54,202,133.529,4.0,439.0,1727.67,11.0,710.0
94112,zip_code_aggregate,rolling_30_day_avg,USD,131,1678.39,34,178,146.0,7,120,1520.22,37.0,147.0,2231.06,48,163,1939.06,28.0,255.0,651.525,10.0,306.0
94114,zip_code_aggregate,rolling_30_day_avg,USD,949,3235.73,30,394,2261.78,47,169,3078.77,45.0,241.0,2485.04,22,430,4068.53,25.0,608.0,589.475,6.0,646.0
94115,zip_code_aggregate,rolling_30_day_avg,USD,562,2990.26,32,339,-140.525,0,154,3097.63,41.0,268.0,4092.87,32,464,5041.56,28.0,663.0,4549.73,21.0,831.0
94118,zip_code_aggregate,rolling_30_day_avg,USD,508,848.625,12,310,1149.75,38,108,1513.84,24.0,237.0,596.167,10,280,230.558,4.0,758.0,486.667,5.0,800.0
94121,zip_code_aggregate,rolling_30_day_avg,USD,479,496.4,11,204,884.213,22,153,598.904,14.0,179.0,441.65,9,242,720.875,8.0,474.0,1029.3,12.0,376.0
94122,zip_code_aggregate,rolling_30_day_avg,USD,540,517.388,12,189,448.95,12,164,495.792,13.0,163.0,585.521,10,275,532.9,7.0,438.0,-525.6,0.0,576.0
94123,zip_code_aggregate,rolling_30_day_avg,USD,136,3235.73,30,394,-3.65,0,4,2491.12,45.0,195.0,4755.04,30,579,7860.88,31.0,923.0,,,
94124,zip_code_aggregate,rolling_30_day_avg,USD,204,1155.83,22,200,1125.42,23,185,1161.31,26.0,166.0,1216.67,19,250,1126.94,16.0,285.0,1510.19,18.0,331.0
94127,zip_code_aggregate,rolling_30_day_avg,USD,734,1046.03,22,181,1558.25,50,109,1606.0,36.0,160.0,1040.25,18,228,2103.62,22.0,364.0,,,
94131,zip_code_aggregate,rolling_30_day_avg,USD,173,1658.93,21,303,1908.04,44,153,1241.0,20.0,240.0,1989.25,23,327,3543.54,28.0,466.0,-470.85,0.0,516.0
94132,zip_code_aggregate,rolling_30_day_avg,USD,287,982.458,20,190,299.3,9,164,884.213,22.0,153.0,1392.17,26,199,322.417,7.0,265.0,,,
94134,zip_code_aggregate,rolling_30_day_avg,USD,379,1184.43,25,177,1202.07,41,104,1192.33,31.0,140.0,956.604,20,185,1790.93,19.0,368.0,2036.7,21.0,372.0
94143,zip_code_aggregate,rolling_30_day_avg,USD,1562,2719.25,33,298,2262.09,40,201,2399.27,37.0,232.0,3449.25,30,420,4158.26,24.0,651.0,4122.07,25.0,616.0
94166,zip_code_aggregate,rolling_30_day_avg,USD,411,1306.7,27,179,1543.65,38,145,1692.69,38.0,159.0,1393.08,23,229,1557.33,19.0,320.0,3474.8,51.0,238.0
94177,zip_code_aggregate,rolling_30_day_avg,USD,676,2783.73,35,286,2046.13,34,217,2253.88,42.0,190.0,1811.92,26,259,4934.8,42.0,416.0,543.85,7.0,447.0
95202,zip_code_aggregate,rolling_30_day_avg,USD,409,721.787,24,113,2065.29,100,70,442.867,16.0,112.0,1437.19,38,135,,,,2494.17,43.0,205.0
95210,zip_code_aggregate,rolling_30_day_avg,USD,208,1478.86,29,187,1575.58,23,259,749.771,32.0,85.0,166.683,7,137,2104.53,40.0,187.0,458.075,9.0,251.0
95240,zip_code_aggregate,rolling_30_day_avg,USD,163,1222.75,23,201,622.933,19,128,1035.99,29.0,131.0,1155.83,22,200,1779.98,25.0,266.0,2069.55,21.0,378.0
93420,zip_code_aggregate,rolling_30_day_avg,USD,212,1700.9,27,233,1612.39,34,171,1683.87,35.0,173.0,1660.75,23,273,1910.17,23.0,314.0,1606.0,15.0,440.0
93428,zip_code_aggregate,rolling_30_day_avg,USD,238,1487.38,18,326,1595.96,36,159,990.975,21.0,181.0,1387.0,18,304,1601.44,16.0,405.0,3789.92,23.0,623.0
93430,zip_code_aggregate,rolling_30_day_avg,USD,150,2214.33,23,364,2511.2,51,172,1558.55,24.0,244.0,2178.14,24,341,2482.0,23.0,408.0,2665.72,17.0,626.0
93433,zip_code_aggregate,rolling_30_day_avg,USD,227,3292.3,44,264,2087.8,55,132,2275.17,47.0,170.0,3048.66,42,257,3843.45,39.0,351.0,7619.68,44.0,611.0
93442,zip_code_aggregate,rolling_30_day_avg,USD,128,2117.0,27,290,2224.98,38,209,1605.39,29.0,203.0,1646.15,25,246,2394.4,27.0,328.0,3343.4,27.0,458.0
93445,zip_code_aggregate,rolling_30_day_avg,USD,134,2650.81,38,249,2040.35,55,129,2414.48,52.0,162.0,3083.64,40,274,2050.08,23.0,337.0,4177.73,44.0,335.0
93446,zip_code_aggregate,rolling_30_day_avg,USD,308,1809.79,20,350,1030.52,25,154,1109.6,22.0,192.0,1558.55,24,244,1965.53,21.0,359.0,2462.53,19.0,506.0
93449,zip_code_aggregate,rolling_30_day_avg,USD,175,1558.55,17,366,702.625,17,165,1746.53,25.0,261.0,1574.06,18,345,1286.62,12.0,470.0,5054.03,34.0,536.0
93465,zip_code_aggregate,rolling_30_day_avg,USD,104,888.167,13,292,1646.15,36,164,1079.49,24.0,169.0,1004.36,16,254,662.171,10.0,311.0,1209.37,10.0,568.0
94002,zip_code_aggregate,rolling_30_day_avg,USD,587,1720.37,31,202,1839.6,51,126,961.167,23.0,158.0,1896.48,32,215,2947.38,37.0,285.0,1605.39,16.0,406.0
94010,zip_code_aggregate,rolling_30_day_avg,USD,141,2205.82,40,196,1631.85,40,145,1777.85,38.0,167.0,2838.18,46,217,2141.33,23.0,352.0,3276.79,24.0,513.0
94014,zip_code_aggregate,rolling_30_day_avg,USD,570,1155.83,22,200,1788.5,52,120,956.3,27.0,131.0,1231.27,26,176,1235.83,20.0,239.0,706.275,12.0,258.0
94015,zip_code_aggregate,rolling_30_day_avg,USD,167,1619.38,25,242,889.688,28,117,1164.35,36.0,116.0,1472.17,25,220,1746.53,21.0,319.0,2380.1,28.0,313.0
94018,zip_code_aggregate,rolling_30_day_avg,USD,144,1762.65,22,305,1314.0,27,180,1871.84,37.0,181.0,1533.0,19,315,1365.1,14.0,408.0,2014.19,17.0,473.0
94019,zip_code_aggregate,rolling_30_day_avg,USD,251,1987.43,21,363,1096.22,20,212,1971.0,33.0,216.0,2266.04,28,298,1713.07,14.0,512.0,1505.62,13.0,495.0
94025,zip_code_aggregate,rolling_30_day_avg,USD,610,687.112,12,251,776.233,14,232,762.85,15.0,209.0,829.463,12,303,1060.63,14.0,317.0,6949.6,31.0,816.0
94027,zip_code_aggregate,rolling_30_day_avg,USD,271,3332.45,36,332,3138.39,70,154,2368.85,36.0,236.0,3677.38,33,403,2448.54,13.0,805.0,1332.86,10.0,626.0
94044,zip_code_aggregate,rolling_30_day_avg,USD,157,2529.45,31,297,1713.37,46,131,1745.92,38.0,164.0,1898.0,27,260,2965.62,33.0,325.0,3614.11,29.0,457.0
94061,zip_code_aggregate,rolling_30_day_avg,USD,209,839.804,14,251,1158.88,33,127,1140.32,26.0,163.0,687.112,12,251,762.242,10.0,358.0,2073.81,17.0,487.0
94062,zip_code_aggregate,rolling_30_day_avg,USD,164,1508.36,32,171,1264.72,30,154,1684.47,42.0,142.0,1820.13,25,272,1419.85,15.0,389.0,3756.76,26.0,537.0
94063,zip_code_aggregate,rolling_30_day_avg,USD,325,1380.92,23,227,1640.68,32,186,1352.32,29.0,171.0,1205.11,17,283,1067.62,16.0,270.0,803.0,11.0,330.0
94070,zip_code_aggregate,rolling_30_day_avg,USD,245,1927.2,35,198,3185.23,71,154,1980.12,38.0,186.0,1954.57,37,189,2576.9,27.0,353.0,3494.88,33.0,383.0
94080,zip_code_aggregate,rolling_30_day_avg,USD,204,1825.0,28,240,1776.33,43,146,1304.88,29.0,165.0,1733.75,28,228,1794.89,24.0,281.0,2535.84,24.0,397.0
94303,zip_code_aggregate,rolling_30_day_avg,USD,1000,1552.47,32,176,1830.47,54,118,1826.82,42.0,154.0,1244.65,25,186,1372.4,19.0,282.0,1856.94,18.0,407.0
94401,zip_code_aggregate,rolling_30_day_avg,USD,864,2244.75,39,205,1438.71,46,110,1679.0,43.0,138.0,2392.57,41,207,2521.24,30.0,307.0,3698.67,41.0,320.0
94402,zip_code_aggregate,rolling_30_day_avg,USD,257,2354.25,39,215,1810.4,51,124,1988.03,46.0,152.0,2000.81,29,253,1971.0,21.0,360.0,773.8,6.0,848.0
94403,zip_code_aggregate,rolling_30_day_avg,USD,758,1703.33,38,160,1180.17,43,97,1831.08,46.0,140.0,2025.75,33,222,2486.56,28.0,327.0,3710.23,60.0,214.0
94404,zip_code_aggregate,rolling_30_day_avg,USD,187,3609.85,49,258,2591.5,63,142,2505.12,61.0,142.0,3195.57,54,206,3239.38,28.0,426.0,5334.48,40.0,474.0
93101,zip_code_aggregate,rolling_30_day_avg,USD,1178,1713.07,25,256,1372.4,19,282,1398.56,25.0,209.0,2582.98,25,386,4154.61,32.0,471.0,4514.44,44.0,362.0
93103,zip_code_aggregate,rolling_30_day_avg,USD,224,2334.48,28,307,1634.9,46,125,1847.81,30.0,225.0,2707.39,26,387,2658.42,26.0,380.0,8787.38,48.0,642.0
93105,zip_code_aggregate,rolling_30_day_avg,USD,481,2292.2,27,314,3490.62,79,151,1846.9,27.0,253.0,2127.95,25,318,3686.5,27.0,505.0,5284.9,28.0,695.0
93108,zip_code_aggregate,rolling_30_day_avg,USD,409,2433.33,19,500,2509.38,36,250,2294.63,26.0,328.0,3900.94,22,675,-224.779,2.0,739.0,-531.075,1.0,873.0
93109,zip_code_aggregate,rolling_30_day_avg,USD,586,4001.62,25,598,2722.29,53,179,3247.89,41.0,281.0,2516.07,25,376,4136.67,23.0,680.0,1859.07,11.0,764.0
93110,zip_code_aggregate,rolling_30_day_avg,USD,149,2154.72,31,253,905.2,19,186,1870.62,33.0,205.0,2034.27,25,304,6599.2,51.0,452.0,-404.237,0.0,443.0
94022,zip_code_aggregate,rolling_30_day_avg,USD,225,2143.46,32,243,-116.8,0,128,2103.62,41.0,182.0,2609.75,36,260,1344.42,16.0,340.0,835.85,9.0,458.0
94039,zip_code_aggregate,rolling_30_day_avg,USD,344,2123.39,42,179,1724.62,48,126,2168.1,57.0,132.0,1781.81,32,202,3321.5,38.0,312.0,2829.66,24.0,443.0
94040,zip_code_aggregate,rolling_30_day_avg,USD,480,534.725,9,293,1773.6,52,119,774.713,12.0,283.0,520.125,8,342,4993.2,57.0,304.0,2987.22,26.0,427.0
94041,zip_code_aggregate,rolling_30_day_avg,USD,426,1667.14,30,203,2548.61,66,133,1715.5,33.0,188.0,2554.09,30,311,1691.17,23.0,278.0,2750.27,25.0,411.0
94043,zip_code_aggregate,rolling_30_day_avg,USD,503,1596.88,28,210,1902.87,49,136,1231.88,33.0,135.0,1898.0,33,208,1327.69,18.0,291.0,471.458,8.0,310.0
94301,zip_code_aggregate,rolling_30_day_avg,USD,337,1697.25,34,180,2338.43,65,124,1654.67,35.0,170.0,4199.02,58,251,2671.8,19.0,549.0,4002.83,31.0,470.0
94304,zip_code_aggregate,rolling_30_day_avg,USD,106,1823.18,40,162,1935.72,46,148,1064.58,31.0,125.0,1245.87,19,256,,,,199.837,4.0,657.0
94306,zip_code_aggregate,rolling_30_day_avg,USD,1189,1237.35,21,226,826.725,21,151,1745.92,38.0,164.0,485.146,8,319,1708.2,19.0,351.0,924.058,10.0,434.0
95051,zip_code_aggregate,rolling_30_day_avg,USD,128,1177.12,18,258,1530.26,42,129,1514.75,33.0,166.0,610.767,11,251,1593.83,23.0,262.0,2154.72,25.0,322.0
95125,zip_code_aggregate,rolling_30_day_avg,USD,107,1015.92,23,167,1756.87,41,152,876.0,23.0,144.0,999.188,18,219,2387.71,28.0,314.0,2176.92,20.0,421.0
95130,zip_code_aggregate,rolling_30_day_avg,USD,117,896.683,25,134,1701.2,50,119,941.7,27.0,129.0,374.125,9,205,2248.4,25.0,336.0,,,
95003,zip_code_aggregate,rolling_30_day_avg,USD,554,1317.65,15,361,695.933,11,286,1284.8,19.0,264.0,1059.41,12,387,1704.25,16.0,431.0,2190.61,16.0,554.0
95010,zip_code_aggregate,rolling_30_day_avg,USD,170,1110.21,13,365,1496.5,23,246,1035.99,16.0,262.0,1034.17,13,340,1486.77,11.0,611.0,2210.07,17.0,519.0
95018,zip_code_aggregate,rolling_30_day_avg,USD,124,1934.5,33,212,996.146,28,131,2409.0,47.0,180.0,1773.9,27,243,3108.58,31.0,365.0,3053.83,23.0,502.0
95060,zip_code_aggregate,rolling_30_day_avg,USD,104,1913.82,25,286,2434.55,49,174,1613.3,27.0,221.0,1811.92,26,259,2450.37,22.0,424.0,2949.2,19.0,606.0
95062,zip_code_aggregate,rolling_30_day_avg,USD,409,1405.25,15,385,1635.2,35,168,1790.32,30.0,218.0,1231.27,14,368,1333.16,12.0,487.0,1481.9,10.0,696.0
95076,zip_code_aggregate,rolling_30_day_avg,USD,342,1579.84,17,371,1528.44,28,201,932.575,17.0,219.0,1633.38,18,358,1946.06,17.0,457.0,2270.3,15.0,622.0
96001,zip_code_aggregate,rolling_30_day_avg,USD,124,1305.79,30,159,776.537,40,69,914.629,34.0,97.0,1430.8,35,147,1634.9,28.0,215.0,1628.81,24.0,255.0
96003,zip_code_aggregate,rolling_30_day_avg,USD,148,2075.94,42,175,1768.43,41,153,1503.8,51.0,103.0,1583.8,44,127,1852.38,33.0,203.0,2712.25,40.0,241.0
96050,zip_code_aggregate,rolling_30_day_avg,USD,185,3627.19,78,159,2953.76,86,117,3170.94,78.0,139.0,3811.21,73,179,6300.2,80.0,269.0,6570.0,75.0,300.0
96067,zip_code_aggregate,rolling_30_day_avg,USD,119,1345.03,25,201,1158.27,35,119,1138.8,29.0,144.0,1345.03,25,201,1284.8,19.0,264.0,2392.57,26.0,342.0
94923,zip_code_aggregate,rolling_30_day_avg,USD,319,1411.33,13,464,84.8625,4,279,514.042,8.0,338.0,1088.92,13,358,1463.04,13.0,481.0,2288.55,15.0,627.0
95431,zip_code_aggregate,rolling_30_day_avg,USD,126,1830.78,16,463,1565.85,29,198,865.963,16.0,219.0,1843.25,18,404,2281.25,18.0,500.0,958.125,8.0,630.0
95436,zip_code_aggregate,rolling_30_day_avg,USD,112,1415.9,22,245,1726.45,46,132,1492.24,25.0,223.0,1211.8,19,249,1520.22,20.0,294.0,2146.2,19.0,441.0
95442,zip_code_aggregate,rolling_30_day_avg,USD,181,1609.04,13,529,3213.22,79,139,1224.27,26.0,175.0,1134.54,13,373,2614.62,17.0,614.0,484.842,5.0,797.0
95446,zip_code_aggregate,rolling_30_day_avg,USD,220,558.45,9,306,1923.55,54,124,1167.39,22.0,202.0,489.1,9,268,549.021,8.0,361.0,907.025,9.0,497.0
95448,zip_code_aggregate,rolling_30_day_avg,USD,142,2248.4,19,462,1358.41,25,203,1905.3,27.0,261.0,2096.93,21,383,2652.94,17.0,623.0,493.967,5.0,812.0
95462,zip_code_aggregate,rolling_30_day_avg,USD,219,621.717,10,292,874.479,26,125,894.25,17.0,210.0,591.908,10,278,589.475,9.0,323.0,815.471,10.0,383.0
95472,zip_code_aggregate,rolling_30_day_avg,USD,127,2048.26,29,259,1405.25,36,140,2190.0,51.0,150.0,2258.13,32,256,3104.93,25.0,464.0,2568.69,18.0,563.0
95476,zip_code_aggregate,rolling_30_day_avg,USD,466,1767.51,16,447,1092.26,22,189,1231.27,19.0,253.0,1601.13,19,329,2146.2,15.0,588.0,2020.28,12.0,738.0
95492,zip_code_aggregate,rolling_30_day_avg,USD,309,1051.2,19,216,547.5,11,225,942.004,22.0,163.0,1022.0,19,210,1222.75,18.0,268.0,2721.07,21.0,497.0
95354,zip_code_aggregate,rolling_30_day_avg,USD,114,1460.0,43,120,1848.42,62,103,1304.88,42.0,110.0,1332.25,33,146,2498.43,40.0,222.0,2344.52,50.0,164.0
93265,zip_code_aggregate,rolling_30_day_avg,USD,195,1178.95,20,228,993.713,30,121,1057.28,25.0,158.0,968.467,19,199,1382.13,19.0,284.0,2051.6,22.0,355.0
93271,zip_code_aggregate,rolling_30_day_avg,USD,283,1582.28,21,289,1045.72,21,191,1328.6,24.0,208.0,1709.42,23,281,1490.42,17.0,350.0,2155.93,19.0,443.0
93291,zip_code_aggregate,rolling_30_day_avg,USD,164,1489.81,34,158,3572.44,84,145,1371.79,44.0,110.0,1724.62,48,126,1546.38,34.0,164.0,1536.04,28.0,202.0
95321,zip_code_aggregate,rolling_30_day_avg,USD,1045,908.85,15,249,1618.17,41,140,1277.5,27.0,175.0,1303.05,24,204,742.167,13.0,244.0,909.458,13.0,299.0
95370,zip_code_aggregate,rolling_30_day_avg,USD,188,1277.5,28,168,822.467,29,104,1131.5,34.0,120.0,936.225,21,171,1137.58,20.0,220.0,1430.8,19.0,294.0
95383,zip_code_aggregate,rolling_30_day_avg,USD,320,846.496,14,253,811.517,26,116,826.421,22.0,143.0,982.458,22,170,775.625,13.0,255.0,1207.85,14.0,361.0
91360,zip_code_aggregate,rolling_30_day_avg,USD,125,1956.4,27,268,1524.48,31,179,1226.4,27.0,168.0,1863.02,28,245,2410.52,28.0,317.0,2589.07,22.0,448.0
91361,zip_code_aggregate,rolling_30_day_avg,USD,172,2014.8,26,288,1147.32,49,82,1817.09,32.0,206.0,2618.88,33,287,88.5125,4.0,291.0,4533.3,26.0,648.0
91362,zip_code_aggregate,rolling_30_day_avg,USD,124,2781.3,27,381,1878.53,35,193,2099.36,37.0,203.0,1207.24,24,189,2781.3,27.0,381.0,2999.39,22.0,519.0
93001,zip_code_aggregate,rolling_30_day_avg,USD,951,1910.17,23,314,2087.8,47,156,1711.24,32.0,194.0,1806.75,23,297,2179.05,21.0,398.0,1624.25,15.0,445.0
93003,zip_code_aggregate,rolling_30_day_avg,USD,311,1939.06,28,255,1988.03,46,152,1618.17,31.0,190.0,2087.8,29,264,2299.5,27.0,315.0,1992.9,24.0,312.0
93033,zip_code_aggregate,rolling_30_day_avg,USD,179,1406.47,19,289,3602.55,97,126,2742.37,52.0,184.0,399.067,11,164,2024.84,24.0,317.0,2248.1,22.0,389.0
93035,zip_code_aggregate,rolling_30_day_avg,USD,2397,1435.67,13,472,876.608,25,131,1657.71,28.0,218.0,1131.5,15,310,1102.3,11.0,453.0,1650.71,12.0,603.0
95605,zip_code_aggregate,rolling_30_day_avg,USD,794,936.225,22,162,5436.98,58,325,1058.5,33.0,116.0,976.679,22,169,621.412,12.0,227.0,1023.83,14.0,306.0
95616,zip_code_aggregate,rolling_30_day_avg,USD,1689,1560.38,33,171,2412.04,64,130,1416.81,37.0,137.0,1920.51,44,154,2390.75,33.0,262.0,910.067,11.0,374.0
95617,zip_code_aggregate,rolling_30_day_avg,USD,424,2014.19,46,154,1274.76,36,127,1384.26,44.0,111.0,2621.31,65,139,2944.33,47.0,220.0,,,
95691,zip_code_aggregate,rolling_30_day_avg,USD,662,1213.62,24,190,2161.71,72,103,1460.0,35.0,150.0,866.267,19,178,799.35,15.0,219.0,1703.33,23.0,280.0
